INSERT INTO MECZE VALUES ('1', '1', '12', '1', '5', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('233', '9', '1', '0', '3', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('234', '15', '2', '3', '5', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('235', '10', '3', '0', '1', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('236', '5', '4', '1', '4', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('237', '13', '6', '0', '4', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('238', '12', '7', '2', '5', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('239', '16', '8', '3', '1', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('240', '14', '11', '0', '0', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('241', '17', '28', '2', '3', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('242', '18', '29', '2', '5', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('243', '19', '32', '3', '3', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('244', '20', '22', '5', '4', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('245', '21', '26', '0', '1', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('246', '23', '30', '2', '2', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('247', '24', '25', '4', '2', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('248', '27', '31', '1', '2', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('249', '17', '25', '3', '2', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('250', '18', '29', '5', '2', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('251', '19', '24', '4', '5', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('252', '20', '31', '3', '2', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('253', '21', '32', '1', '1', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('254', '22', '28', '5', '0', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('255', '23', '27', '3', '5', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('256', '26', '30', '0', '2', to_date('29.6.2013', 'dd/mm/yyyy'), '2');
INSERT INTO MECZE VALUES ('257', '17', '23', '5', '2', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('258', '18', '28', '2', '3', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('259', '19', '30', '2', '1', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('260', '20', '21', '3', '0', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('261', '22', '24', '1', '2', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('262', '25', '29', '0', '3', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('263', '26', '27', '5', '4', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('264', '31', '32', '1', '1', to_date('1.7.2013', 'dd/mm/yyyy'), '3');
INSERT INTO MECZE VALUES ('265', '17', '21', '2', '4', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('266', '18', '27', '4', '4', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('267', '19', '31', '0', '5', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('268', '20', '25', '0', '5', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('269', '22', '30', '2', '2', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('270', '23', '26', '4', '2', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('271', '24', '29', '3', '3', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('272', '28', '32', '3', '3', to_date('8.7.2013', 'dd/mm/yyyy'), '4');
INSERT INTO MECZE VALUES ('273', '17', '24', '4', '3', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('274', '18', '21', '0', '3', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('275', '19', '30', '3', '5', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('276', '20', '26', '3', '3', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('277', '22', '27', '3', '0', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('278', '23', '29', '1', '0', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('279', '25', '28', '4', '0', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('280', '31', '32', '2', '0', to_date('15.7.2013', 'dd/mm/yyyy'), '5');
INSERT INTO MECZE VALUES ('281', '17', '26', '3', '1', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('282', '18', '32', '5', '1', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('283', '19', '20', '3', '2', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('284', '21', '27', '3', '0', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('285', '22', '23', '4', '0', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('286', '24', '28', '4', '1', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('287', '25', '31', '1', '3', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('288', '29', '30', '5', '1', to_date('22.7.2013', 'dd/mm/yyyy'), '6');
INSERT INTO MECZE VALUES ('289', '17', '23', '0', '3', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('290', '18', '29', '3', '0', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('291', '19', '27', '5', '3', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('292', '20', '21', '3', '1', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('293', '22', '26', '5', '1', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('294', '24', '31', '2', '4', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('295', '25', '30', '3', '3', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('296', '28', '32', '1', '0', to_date('29.7.2013', 'dd/mm/yyyy'), '7');
INSERT INTO MECZE VALUES ('297', '17', '18', '5', '3', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('298', '19', '28', '5', '5', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('299', '20', '29', '3', '1', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('300', '21', '22', '2', '1', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('301', '23', '27', '0', '0', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('302', '24', '30', '5', '5', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('303', '25', '26', '0', '5', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('304', '31', '32', '3', '2', to_date('1.8.2013', 'dd/mm/yyyy'), '8');
INSERT INTO MECZE VALUES ('305', '17', '32', '3', '5', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('306', '18', '27', '0', '1', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('307', '19', '21', '5', '4', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('308', '20', '23', '0', '5', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('309', '22', '31', '5', '5', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('310', '24', '28', '1', '1', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('311', '25', '29', '4', '4', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('312', '26', '30', '2', '2', to_date('8.8.2013', 'dd/mm/yyyy'), '9');
INSERT INTO MECZE VALUES ('313', '17', '24', '5', '1', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('314', '18', '26', '1', '0', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('315', '19', '21', '1', '3', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('316', '20', '28', '0', '3', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('317', '22', '27', '1', '5', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('318', '23', '25', '1', '5', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('319', '29', '30', '1', '0', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('320', '31', '32', '1', '5', to_date('15.8.2013', 'dd/mm/yyyy'), '10');
INSERT INTO MECZE VALUES ('321', '17', '27', '0', '4', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('322', '18', '20', '1', '1', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('323', '19', '28', '1', '4', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('324', '21', '23', '4', '0', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('325', '22', '30', '4', '2', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('326', '24', '26', '5', '0', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('327', '25', '31', '4', '1', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('328', '29', '32', '3', '3', to_date('22.8.2013', 'dd/mm/yyyy'), '11');
INSERT INTO MECZE VALUES ('329', '17', '30', '3', '0', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('330', '18', '19', '1', '3', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('331', '20', '26', '2', '1', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('332', '21', '22', '4', '3', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('333', '23', '29', '3', '3', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('334', '24', '28', '2', '2', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('335', '25', '27', '3', '4', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('336', '31', '32', '3', '0', to_date('29.8.2013', 'dd/mm/yyyy'), '12');
INSERT INTO MECZE VALUES ('337', '17', '27', '3', '5', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('338', '18', '28', '2', '3', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('339', '19', '29', '4', '0', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('340', '20', '24', '5', '0', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('341', '21', '25', '3', '3', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('342', '22', '23', '5', '5', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('343', '26', '30', '2', '4', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('344', '31', '32', '2', '0', to_date('1.9.2013', 'dd/mm/yyyy'), '13');
INSERT INTO MECZE VALUES ('345', '17', '26', '1', '0', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('346', '18', '25', '3', '3', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('347', '19', '23', '5', '0', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('348', '20', '29', '2', '3', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('349', '21', '22', '0', '4', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('350', '24', '28', '2', '1', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('351', '27', '31', '3', '4', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('352', '30', '32', '0', '1', to_date('8.9.2013', 'dd/mm/yyyy'), '14');
INSERT INTO MECZE VALUES ('353', '17', '25', '0', '4', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('354', '18', '31', '3', '5', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('355', '19', '26', '5', '1', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('356', '20', '21', '3', '5', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('357', '22', '29', '2', '3', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('358', '23', '28', '1', '4', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('359', '24', '32', '1', '4', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('360', '27', '30', '4', '5', to_date('15.9.2013', 'dd/mm/yyyy'), '15');
INSERT INTO MECZE VALUES ('361', '28', '17', '0', '5', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('362', '29', '18', '0', '4', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('363', '32', '19', '5', '5', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('364', '22', '20', '2', '5', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('365', '26', '21', '5', '1', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('366', '30', '23', '4', '0', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('367', '25', '24', '0', '4', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('368', '31', '27', '1', '1', to_date('22.9.2013', 'dd/mm/yyyy'), '16');
INSERT INTO MECZE VALUES ('369', '25', '17', '4', '2', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('370', '29', '18', '3', '5', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('371', '24', '19', '0', '1', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('372', '31', '20', '2', '3', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('373', '32', '21', '1', '2', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('374', '28', '22', '5', '4', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('375', '27', '23', '3', '2', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('376', '30', '26', '0', '4', to_date('29.9.2013', 'dd/mm/yyyy'), '17');
INSERT INTO MECZE VALUES ('377', '23', '17', '2', '3', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('378', '28', '18', '1', '1', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('379', '30', '19', '3', '0', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('380', '21', '20', '1', '4', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('381', '24', '22', '1', '1', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('382', '29', '25', '5', '1', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('383', '27', '26', '2', '4', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('384', '32', '31', '0', '5', to_date('1.10.2013', 'dd/mm/yyyy'), '18');
INSERT INTO MECZE VALUES ('385', '21', '17', '2', '3', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('386', '27', '18', '5', '4', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('387', '31', '19', '5', '2', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('388', '25', '20', '4', '3', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('389', '30', '22', '3', '1', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('390', '26', '23', '4', '4', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('391', '29', '24', '0', '2', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('392', '32', '28', '5', '2', to_date('8.10.2013', 'dd/mm/yyyy'), '19');
INSERT INTO MECZE VALUES ('393', '24', '17', '5', '5', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('394', '21', '18', '2', '0', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('395', '30', '19', '2', '0', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('396', '26', '20', '0', '1', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('397', '27', '22', '2', '0', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('398', '29', '23', '3', '3', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('399', '28', '25', '4', '3', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('400', '32', '31', '2', '4', to_date('15.10.2013', 'dd/mm/yyyy'), '20');
INSERT INTO MECZE VALUES ('401', '26', '17', '0', '5', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('402', '32', '18', '5', '1', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('403', '20', '19', '2', '3', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('404', '27', '21', '2', '4', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('405', '23', '22', '0', '4', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('406', '28', '24', '0', '0', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('407', '31', '25', '3', '0', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('408', '30', '29', '5', '3', to_date('22.10.2013', 'dd/mm/yyyy'), '21');
INSERT INTO MECZE VALUES ('409', '23', '17', '3', '4', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('410', '29', '18', '5', '5', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('411', '27', '19', '4', '5', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('412', '21', '20', '1', '2', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('413', '26', '22', '3', '2', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('414', '31', '24', '1', '4', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('415', '30', '25', '2', '4', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('416', '32', '28', '5', '4', to_date('29.10.2013', 'dd/mm/yyyy'), '22');
INSERT INTO MECZE VALUES ('417', '18', '17', '1', '1', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('418', '28', '19', '2', '2', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('419', '29', '20', '4', '2', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('420', '22', '21', '2', '1', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('421', '27', '23', '4', '5', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('422', '30', '24', '5', '2', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('423', '26', '25', '4', '5', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('424', '32', '31', '0', '4', to_date('1.11.2013', 'dd/mm/yyyy'), '23');
INSERT INTO MECZE VALUES ('425', '32', '17', '2', '1', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('426', '27', '18', '3', '2', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('427', '21', '19', '5', '1', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('428', '23', '20', '4', '5', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('429', '31', '22', '2', '4', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('430', '28', '24', '3', '5', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('431', '29', '25', '0', '0', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('432', '30', '26', '5', '3', to_date('8.11.2013', 'dd/mm/yyyy'), '24');
INSERT INTO MECZE VALUES ('433', '24', '17', '5', '2', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('434', '26', '18', '4', '5', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('435', '21', '19', '4', '3', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('436', '28', '20', '1', '2', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('437', '27', '22', '5', '1', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('438', '25', '23', '3', '0', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('439', '30', '29', '4', '4', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('440', '32', '31', '3', '0', to_date('15.11.2013', 'dd/mm/yyyy'), '25');
INSERT INTO MECZE VALUES ('441', '27', '17', '2', '4', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('442', '20', '18', '1', '5', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('443', '28', '19', '4', '3', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('444', '23', '21', '0', '3', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('445', '30', '22', '5', '4', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('446', '26', '24', '1', '1', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('447', '31', '25', '1', '5', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('448', '32', '29', '5', '3', to_date('22.11.2013', 'dd/mm/yyyy'), '26');
INSERT INTO MECZE VALUES ('449', '30', '17', '4', '0', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('450', '19', '18', '3', '3', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('451', '26', '20', '0', '0', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('452', '22', '21', '1', '5', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('453', '29', '23', '1', '3', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('454', '28', '24', '2', '4', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('455', '27', '25', '4', '3', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('456', '32', '31', '2', '1', to_date('29.11.2013', 'dd/mm/yyyy'), '27');
INSERT INTO MECZE VALUES ('457', '27', '17', '4', '1', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('458', '28', '18', '1', '0', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('459', '29', '19', '4', '4', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('460', '24', '20', '4', '3', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('461', '25', '21', '3', '3', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('462', '23', '22', '2', '2', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('463', '30', '26', '0', '1', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
INSERT INTO MECZE VALUES ('464', '32', '31', '0', '5', to_date('1.12.2013', 'dd/mm/yyyy'), '28');
